timestamp,open,high,low,close,volume
2018-02-09 17:00:00+07:00,8251.64,8253.7,8251.64,8253.7,3
2018-02-09 17:05:00+07:00,8257.87,8258.85,8239.9,8246.11,90
2018-02-09 17:40:00+07:00,8248.53,8250.36,8247.2,8249.76,26
